מזהה,שם_עמוד,נתיב,נתיב_decoded,סוג,HTTP_ראשון,HTTP_סופי,נתיב_סופי,URL_סופי,חבילה_דרייב,חפיפה_סבב1,דלי_מוצע,נימוק
R2-057,"ראיון מלא (90 דקות) בפודקאסט של נווית צוף שטראוס בנושא הנשימה, דיג'רידו והעשייה הייחודית שלי במרכז לטיפול בנשימה באמצעות דיג'רידו",/%d7%a4%d7%95%d7%93%d7%a7%d7%90%d7%a1%d7%98-%d7%93%d7%99%d7%92%d7%a8%d7%99%d7%93%d7%95-%d7%95-%d7%a0%d7%a9%d7%99%d7%9e%d7%94-%d7%90%d7%99%d7%99%d7%9c-%d7%a2%d7%9e%d7%99%d7%aa/,/פודקאסט-דיגרידו-ו-נשימה-אייל-עמית/,פוסט,200,200,/%d7%a4%d7%95%d7%93%d7%a7%d7%90%d7%a1%d7%98-%d7%93%d7%99%d7%92%d7%a8%d7%99%d7%93%d7%95-%d7%95-%d7%a0%d7%a9%d7%99%d7%9e%d7%94-%d7%90%d7%99%d7%99%d7%9c-%d7%a2%d7%9e%d7%99%d7%aa/,http://eyalamit-co-il-2026.s887.upress.link/%d7%a4%d7%95%d7%93%d7%a7%d7%90%d7%a1%d7%98-%d7%93%d7%99%d7%92%d7%a8%d7%99%d7%93%d7%95-%d7%95-%d7%a0%d7%a9%d7%99%d7%9e%d7%94-%d7%90%d7%99%d7%99%d7%9c-%d7%a2%d7%9e%d7%99%d7%aa/,אין,ארכיון הבלוג מוקפא בסבב 1; הפוסטים עצמם סבב 2,הקפאה,אין חבילה ואין סקירה. החי נשאר ארכיון עד הכרעה. לא 54 שאלות לאייל.
R2-058,"הכל אודות ריברסינג, נשימה מעגלית ו- דיג'רידו. האם נשימה מעגלית בדיג'רידו היא אותה נשימה מעגלית משיטת הטיפול ריברסינג? התשובה היא לא. הנה ההסבר המלא:",/%d7%a8%d7%99%d7%91%d7%a8%d7%a1%d7%99%d7%a0%d7%92-%d7%a0%d7%a9%d7%99%d7%9e%d7%94-%d7%9e%d7%a2%d7%92%d7%9c%d7%99%d7%aa-%d7%93%d7%99%d7%92%d7%a8%d7%99%d7%93%d7%95/,/ריברסינג-נשימה-מעגלית-דיגרידו/,פוסט,200,200,/%d7%a8%d7%99%d7%91%d7%a8%d7%a1%d7%99%d7%a0%d7%92-%d7%a0%d7%a9%d7%99%d7%9e%d7%94-%d7%9e%d7%a2%d7%92%d7%9c%d7%99%d7%aa-%d7%93%d7%99%d7%92%d7%a8%d7%99%d7%93%d7%95/,http://eyalamit-co-il-2026.s887.upress.link/%d7%a8%d7%99%d7%91%d7%a8%d7%a1%d7%99%d7%a0%d7%92-%d7%a0%d7%a9%d7%99%d7%9e%d7%94-%d7%9e%d7%a2%d7%92%d7%9c%d7%99%d7%aa-%d7%93%d7%99%d7%92%d7%a8%d7%99%d7%93%d7%95/,אין,ארכיון הבלוג מוקפא בסבב 1; הפוסטים עצמם סבב 2,הקפאה,אין חבילה ואין סקירה. החי נשאר ארכיון עד הכרעה. לא 54 שאלות לאייל.
R2-059,"""שנה לחוק הספרים: צניחה של 35% במכירות של ספרים חדשים – ועלייה חדה במחירים"" | צרכנות דה-מרקר",/%d7%a9%d7%a0%d7%94-%d7%9c%d7%97%d7%95%d7%a7-%d7%94%d7%a1%d7%a4%d7%a8%d7%99%d7%9d-%d7%a6%d7%a0%d7%99%d7%97%d7%94-%d7%a9%d7%9c-35-%d7%91%d7%9e%d7%9b%d7%99%d7%a8%d7%95%d7%aa-%d7%a9%d7%9c-%d7%a1%d7%a4/,/שנה-לחוק-הספרים-צניחה-של-35-במכירות-של-ספ/,פוסט,200,200,/%d7%a9%d7%a0%d7%94-%d7%9c%d7%97%d7%95%d7%a7-%d7%94%d7%a1%d7%a4%d7%a8%d7%99%d7%9d-%d7%a6%d7%a0%d7%99%d7%97%d7%94-%d7%a9%d7%9c-35-%d7%91%d7%9e%d7%9b%d7%99%d7%a8%d7%95%d7%aa-%d7%a9%d7%9c-%d7%a1%d7%a4/,http://eyalamit-co-il-2026.s887.upress.link/%d7%a9%d7%a0%d7%94-%d7%9c%d7%97%d7%95%d7%a7-%d7%94%d7%a1%d7%a4%d7%a8%d7%99%d7%9d-%d7%a6%d7%a0%d7%99%d7%97%d7%94-%d7%a9%d7%9c-35-%d7%91%d7%9e%d7%9b%d7%99%d7%a8%d7%95%d7%aa-%d7%a9%d7%9c-%d7%a1%d7%a4/,אין,ארכיון הבלוג מוקפא בסבב 1; הפוסטים עצמם סבב 2,הקפאה,אין חבילה ואין סקירה. החי נשאר ארכיון עד הכרעה. לא 54 שאלות לאייל.
R2-060,"מה חושבים על המופע ""תופעת יחיד"" של אייל עמית: אלון נוימן, שי אביבי, מיכל ליבדינסקי, אברהם טל, ערן שטרן ועוד..",/%d7%a9%d7%a0%d7%99-%d7%aa%d7%90%d7%a8%d7%99%d7%9b%d7%99%d7%9d-%d7%a7%d7%a8%d7%95%d7%91%d7%99%d7%9d-%d7%9c%d7%9e%d7%95%d7%a4%d7%a2-%d7%94%d7%a1%d7%99%d7%a4%d7%95%d7%a8%d7%99%d7%9d-%d7%a9%d7%9c-%d7%90/,/שני-תאריכים-קרובים-למופע-הסיפורים-של-א/,פוסט,200,200,/%d7%a9%d7%a0%d7%99-%d7%aa%d7%90%d7%a8%d7%99%d7%9b%d7%99%d7%9d-%d7%a7%d7%a8%d7%95%d7%91%d7%99%d7%9d-%d7%9c%d7%9e%d7%95%d7%a4%d7%a2-%d7%94%d7%a1%d7%99%d7%a4%d7%95%d7%a8%d7%99%d7%9d-%d7%a9%d7%9c-%d7%90/,http://eyalamit-co-il-2026.s887.upress.link/%d7%a9%d7%a0%d7%99-%d7%aa%d7%90%d7%a8%d7%99%d7%9b%d7%99%d7%9d-%d7%a7%d7%a8%d7%95%d7%91%d7%99%d7%9d-%d7%9c%d7%9e%d7%95%d7%a4%d7%a2-%d7%94%d7%a1%d7%99%d7%a4%d7%95%d7%a8%d7%99%d7%9d-%d7%a9%d7%9c-%d7%90/,אין,ארכיון הבלוג מוקפא בסבב 1; הפוסטים עצמם סבב 2,הקפאה,אין חבילה ואין סקירה. החי נשאר ארכיון עד הכרעה. לא 54 שאלות לאייל.
R2-061,תלמידים ומטופלים ממליצים על המרכז לטיפול בדיג'רידו – אייל עמית,/%d7%aa%d7%9c%d7%9e%d7%99%d7%93%d7%99%d7%9d-%d7%95%d7%9e%d7%98%d7%95%d7%a4%d7%9c%d7%99%d7%9d-%d7%9e%d7%9e%d7%9c%d7%99%d7%a6%d7%99%d7%9d-%d7%a2%d7%9c-%d7%94%d7%9e%d7%a8%d7%9b%d7%96-%d7%9c%d7%98%d7%99/,/תלמידים-ומטופלים-ממליצים-על-המרכז-לטי/,פוסט,200,200,/%d7%aa%d7%9c%d7%9e%d7%99%d7%93%d7%99%d7%9d-%d7%95%d7%9e%d7%98%d7%95%d7%a4%d7%9c%d7%99%d7%9d-%d7%9e%d7%9e%d7%9c%d7%99%d7%a6%d7%99%d7%9d-%d7%a2%d7%9c-%d7%94%d7%9e%d7%a8%d7%9b%d7%96-%d7%9c%d7%98%d7%99/,http://eyalamit-co-il-2026.s887.upress.link/%d7%aa%d7%9c%d7%9e%d7%99%d7%93%d7%99%d7%9d-%d7%95%d7%9e%d7%98%d7%95%d7%a4%d7%9c%d7%99%d7%9d-%d7%9e%d7%9e%d7%9c%d7%99%d7%a6%d7%99%d7%9d-%d7%a2%d7%9c-%d7%94%d7%9e%d7%a8%d7%9b%d7%96-%d7%9c%d7%98%d7%99/,אין,ארכיון הבלוג מוקפא בסבב 1; הפוסטים עצמם סבב 2,הקפאה,אין חבילה ואין סקירה. החי נשאר ארכיון עד הכרעה. לא 54 שאלות לאייל.
R2-062,100% !!!!!!! 100%  !!!!!!!! 100%  !!!!!!!!  תודה  !!!!!!!!!,/100-100-100-%d7%aa%d7%95%d7%93%d7%94/,/100-100-100-תודה/,פוסט,200,200,/100-100-100-%d7%aa%d7%95%d7%93%d7%94/,http://eyalamit-co-il-2026.s887.upress.link/100-100-100-%d7%aa%d7%95%d7%93%d7%94/,אין,ארכיון הבלוג מוקפא בסבב 1; הפוסטים עצמם סבב 2,הקפאה,אין חבילה ואין סקירה. החי נשאר ארכיון עד הכרעה. לא 54 שאלות לאייל.
R2-063,(18) הטור של אייל עמית: מסך הברזל,/18-%d7%94%d7%98%d7%95%d7%a8-%d7%a9%d7%9c-%d7%90%d7%99%d7%99%d7%9c-%d7%a2%d7%9e%d7%99%d7%aa-%d7%9e%d7%a1%d7%9a-%d7%94%d7%91%d7%a8%d7%96%d7%9c/,/18-הטור-של-אייל-עמית-מסך-הברזל/,פוסט,200,200,/18-%d7%94%d7%98%d7%95%d7%a8-%d7%a9%d7%9c-%d7%90%d7%99%d7%99%d7%9c-%d7%a2%d7%9e%d7%99%d7%aa-%d7%9e%d7%a1%d7%9a-%d7%94%d7%91%d7%a8%d7%96%d7%9c/,http://eyalamit-co-il-2026.s887.upress.link/18-%d7%94%d7%98%d7%95%d7%a8-%d7%a9%d7%9c-%d7%90%d7%99%d7%99%d7%9c-%d7%a2%d7%9e%d7%99%d7%aa-%d7%9e%d7%a1%d7%9a-%d7%94%d7%91%d7%a8%d7%96%d7%9c/,אין,ארכיון הבלוג מוקפא בסבב 1; הפוסטים עצמם סבב 2,הקפאה,אין חבילה ואין סקירה. החי נשאר ארכיון עד הכרעה. לא 54 שאלות לאייל.
R2-064,2.8 תופעת יחיד בצוותא – 50% מהמקומות באולם חינם לתושבי הדרום!,/2-8-%d7%9e%d7%95%d7%a4%d7%a2-%d7%91%d7%a6%d7%95%d7%95%d7%aa%d7%90-20-%d7%9e%d7%94%d7%9e%d7%a7%d7%95%d7%9e%d7%95%d7%aa-%d7%91%d7%90%d7%95%d7%9c%d7%9d-%d7%97%d7%99%d7%a0%d7%9d-%d7%9c%d7%aa%d7%95%d7%a9/,/2-8-מופע-בצוותא-20-מהמקומות-באולם-חינם-לתוש/,פוסט,200,200,/2-8-%d7%9e%d7%95%d7%a4%d7%a2-%d7%91%d7%a6%d7%95%d7%95%d7%aa%d7%90-20-%d7%9e%d7%94%d7%9e%d7%a7%d7%95%d7%9e%d7%95%d7%aa-%d7%91%d7%90%d7%95%d7%9c%d7%9d-%d7%97%d7%99%d7%a0%d7%9d-%d7%9c%d7%aa%d7%95%d7%a9/,http://eyalamit-co-il-2026.s887.upress.link/2-8-%d7%9e%d7%95%d7%a4%d7%a2-%d7%91%d7%a6%d7%95%d7%95%d7%aa%d7%90-20-%d7%9e%d7%94%d7%9e%d7%a7%d7%95%d7%9e%d7%95%d7%aa-%d7%91%d7%90%d7%95%d7%9c%d7%9d-%d7%97%d7%99%d7%a0%d7%9d-%d7%9c%d7%aa%d7%95%d7%a9/,אין,ארכיון הבלוג מוקפא בסבב 1; הפוסטים עצמם סבב 2,הקפאה,אין חבילה ואין סקירה. החי נשאר ארכיון עד הכרעה. לא 54 שאלות לאייל.
R2-065,מופע הסיפורים של אייל עמית – תופעת יחיד | כתבה מאת שי מרקוביץ / ידיעות השרון,/2228-2/,/2228-2/,פוסט,200,200,/2228-2/,http://eyalamit-co-il-2026.s887.upress.link/2228-2/,אין,ארכיון הבלוג מוקפא בסבב 1; הפוסטים עצמם סבב 2,הקפאה,אין חבילה ואין סקירה. החי נשאר ארכיון עד הכרעה. לא 54 שאלות לאייל.
R2-066,(23) הטור של אייל עמית: לציית או לחשוב,/23-%d7%94%d7%98%d7%95%d7%a8-%d7%a9%d7%9c-%d7%90%d7%99%d7%99%d7%9c-%d7%a2%d7%9e%d7%99%d7%aa-%d7%9c%d7%a6%d7%99%d7%99%d7%aa-%d7%90%d7%95-%d7%9c%d7%97%d7%a9%d7%95%d7%91/,/23-הטור-של-אייל-עמית-לציית-או-לחשוב/,פוסט,200,200,/23-%d7%94%d7%98%d7%95%d7%a8-%d7%a9%d7%9c-%d7%90%d7%99%d7%99%d7%9c-%d7%a2%d7%9e%d7%99%d7%aa-%d7%9c%d7%a6%d7%99%d7%99%d7%aa-%d7%90%d7%95-%d7%9c%d7%97%d7%a9%d7%95%d7%91/,http://eyalamit-co-il-2026.s887.upress.link/23-%d7%94%d7%98%d7%95%d7%a8-%d7%a9%d7%9c-%d7%90%d7%99%d7%99%d7%9c-%d7%a2%d7%9e%d7%99%d7%aa-%d7%9c%d7%a6%d7%99%d7%99%d7%aa-%d7%90%d7%95-%d7%9c%d7%97%d7%a9%d7%95%d7%91/,אין,ארכיון הבלוג מוקפא בסבב 1; הפוסטים עצמם סבב 2,הקפאה,אין חבילה ואין סקירה. החי נשאר ארכיון עד הכרעה. לא 54 שאלות לאייל.
R2-067,(27) הטור של אייל עמית: חכמת הפרצוף,/27-%d7%94%d7%98%d7%95%d7%a8-%d7%a9%d7%9c-%d7%90%d7%99%d7%99%d7%9c-%d7%a2%d7%9e%d7%99%d7%aa-%d7%97%d7%9b%d7%9e%d7%aa-%d7%94%d7%a4%d7%a8%d7%a6%d7%95%d7%a3/,/27-הטור-של-אייל-עמית-חכמת-הפרצוף/,פוסט,200,200,/27-%d7%94%d7%98%d7%95%d7%a8-%d7%a9%d7%9c-%d7%90%d7%99%d7%99%d7%9c-%d7%a2%d7%9e%d7%99%d7%aa-%d7%97%d7%9b%d7%9e%d7%aa-%d7%94%d7%a4%d7%a8%d7%a6%d7%95%d7%a3/,http://eyalamit-co-il-2026.s887.upress.link/27-%d7%94%d7%98%d7%95%d7%a8-%d7%a9%d7%9c-%d7%90%d7%99%d7%99%d7%9c-%d7%a2%d7%9e%d7%99%d7%aa-%d7%97%d7%9b%d7%9e%d7%aa-%d7%94%d7%a4%d7%a8%d7%a6%d7%95%d7%a3/,אין,ארכיון הבלוג מוקפא בסבב 1; הפוסטים עצמם סבב 2,הקפאה,אין חבילה ואין סקירה. החי נשאר ארכיון עד הכרעה. לא 54 שאלות לאייל.
R2-068,(29) הטור של אייל עמית: רייב שבוע הספר,/29-%d7%94%d7%98%d7%95%d7%a8-%d7%a9%d7%9c-%d7%90%d7%99%d7%99%d7%9c-%d7%a2%d7%9e%d7%99%d7%aa-%d7%a8%d7%99%d7%99%d7%91-%d7%a9%d7%91%d7%95%d7%a2-%d7%94%d7%a1%d7%a4%d7%a8/,/29-הטור-של-אייל-עמית-רייב-שבוע-הספר/,פוסט,200,200,/29-%d7%94%d7%98%d7%95%d7%a8-%d7%a9%d7%9c-%d7%90%d7%99%d7%99%d7%9c-%d7%a2%d7%9e%d7%99%d7%aa-%d7%a8%d7%99%d7%99%d7%91-%d7%a9%d7%91%d7%95%d7%a2-%d7%94%d7%a1%d7%a4%d7%a8/,http://eyalamit-co-il-2026.s887.upress.link/29-%d7%94%d7%98%d7%95%d7%a8-%d7%a9%d7%9c-%d7%90%d7%99%d7%99%d7%9c-%d7%a2%d7%9e%d7%99%d7%aa-%d7%a8%d7%99%d7%99%d7%91-%d7%a9%d7%91%d7%95%d7%a2-%d7%94%d7%a1%d7%a4%d7%a8/,אין,ארכיון הבלוג מוקפא בסבב 1; הפוסטים עצמם סבב 2,הקפאה,אין חבילה ואין סקירה. החי נשאר ארכיון עד הכרעה. לא 54 שאלות לאייל.
R2-069,(32) הטור של אייל עמית: אם אין אני לי – מי לי,/32-%d7%94%d7%98%d7%95%d7%a8-%d7%a9%d7%9c-%d7%90%d7%99%d7%99%d7%9c-%d7%a2%d7%9e%d7%99%d7%aa-%d7%90%d7%9d-%d7%90%d7%99%d7%9f-%d7%90%d7%a0%d7%99-%d7%9c%d7%99-%d7%9e%d7%99-%d7%9c%d7%99/,/32-הטור-של-אייל-עמית-אם-אין-אני-לי-מי-לי/,פוסט,200,200,/32-%d7%94%d7%98%d7%95%d7%a8-%d7%a9%d7%9c-%d7%90%d7%99%d7%99%d7%9c-%d7%a2%d7%9e%d7%99%d7%aa-%d7%90%d7%9d-%d7%90%d7%99%d7%9f-%d7%90%d7%a0%d7%99-%d7%9c%d7%99-%d7%9e%d7%99-%d7%9c%d7%99/,http://eyalamit-co-il-2026.s887.upress.link/32-%d7%94%d7%98%d7%95%d7%a8-%d7%a9%d7%9c-%d7%90%d7%99%d7%99%d7%9c-%d7%a2%d7%9e%d7%99%d7%aa-%d7%90%d7%9d-%d7%90%d7%99%d7%9f-%d7%90%d7%a0%d7%99-%d7%9c%d7%99-%d7%9e%d7%99-%d7%9c%d7%99/,אין,ארכיון הבלוג מוקפא בסבב 1; הפוסטים עצמם סבב 2,הקפאה,אין חבילה ואין סקירה. החי נשאר ארכיון עד הכרעה. לא 54 שאלות לאייל.
R2-070,(34) הטור של אייל עמית: הלב,/34-%d7%94%d7%98%d7%95%d7%a8-%d7%a9%d7%9c-%d7%90%d7%99%d7%99%d7%9c-%d7%a2%d7%9e%d7%99%d7%aa-%d7%94%d7%9c%d7%91/,/34-הטור-של-אייל-עמית-הלב/,פוסט,200,200,/34-%d7%94%d7%98%d7%95%d7%a8-%d7%a9%d7%9c-%d7%90%d7%99%d7%99%d7%9c-%d7%a2%d7%9e%d7%99%d7%aa-%d7%94%d7%9c%d7%91/,http://eyalamit-co-il-2026.s887.upress.link/34-%d7%94%d7%98%d7%95%d7%a8-%d7%a9%d7%9c-%d7%90%d7%99%d7%99%d7%9c-%d7%a2%d7%9e%d7%99%d7%aa-%d7%94%d7%9c%d7%91/,אין,ארכיון הבלוג מוקפא בסבב 1; הפוסטים עצמם סבב 2,הקפאה,אין חבילה ואין סקירה. החי נשאר ארכיון עד הכרעה. לא 54 שאלות לאייל.
R2-071,(36) הטור של אייל עמית: שיטת השקשוקה,/36-%d7%94%d7%98%d7%95%d7%a8-%d7%a9%d7%9c-%d7%90%d7%99%d7%99%d7%9c-%d7%a2%d7%9e%d7%99%d7%aa-%d7%a9%d7%99%d7%98%d7%aa-%d7%94%d7%a9%d7%a7%d7%a9%d7%95%d7%a7%d7%94/,/36-הטור-של-אייל-עמית-שיטת-השקשוקה/,פוסט,200,200,/36-%d7%94%d7%98%d7%95%d7%a8-%d7%a9%d7%9c-%d7%90%d7%99%d7%99%d7%9c-%d7%a2%d7%9e%d7%99%d7%aa-%d7%a9%d7%99%d7%98%d7%aa-%d7%94%d7%a9%d7%a7%d7%a9%d7%95%d7%a7%d7%94/,http://eyalamit-co-il-2026.s887.upress.link/36-%d7%94%d7%98%d7%95%d7%a8-%d7%a9%d7%9c-%d7%90%d7%99%d7%99%d7%9c-%d7%a2%d7%9e%d7%99%d7%aa-%d7%a9%d7%99%d7%98%d7%aa-%d7%94%d7%a9%d7%a7%d7%a9%d7%95%d7%a7%d7%94/,אין,ארכיון הבלוג מוקפא בסבב 1; הפוסטים עצמם סבב 2,הקפאה,אין חבילה ואין סקירה. החי נשאר ארכיון עד הכרעה. לא 54 שאלות לאייל.
R2-072,(40) הטור של אייל עמית: פרסומת אחת וחזרנו,/40-%d7%94%d7%98%d7%95%d7%a8-%d7%a9%d7%9c-%d7%90%d7%99%d7%99%d7%9c-%d7%a2%d7%9e%d7%99%d7%aa-%d7%a4%d7%a8%d7%a1%d7%95%d7%9e%d7%aa-%d7%90%d7%97%d7%aa-%d7%95%d7%97%d7%96%d7%a8%d7%a0%d7%95/,/40-הטור-של-אייל-עמית-פרסומת-אחת-וחזרנו/,פוסט,200,200,/40-%d7%94%d7%98%d7%95%d7%a8-%d7%a9%d7%9c-%d7%90%d7%99%d7%99%d7%9c-%d7%a2%d7%9e%d7%99%d7%aa-%d7%a4%d7%a8%d7%a1%d7%95%d7%9e%d7%aa-%d7%90%d7%97%d7%aa-%d7%95%d7%97%d7%96%d7%a8%d7%a0%d7%95/,http://eyalamit-co-il-2026.s887.upress.link/40-%d7%94%d7%98%d7%95%d7%a8-%d7%a9%d7%9c-%d7%90%d7%99%d7%99%d7%9c-%d7%a2%d7%9e%d7%99%d7%aa-%d7%a4%d7%a8%d7%a1%d7%95%d7%9e%d7%aa-%d7%90%d7%97%d7%aa-%d7%95%d7%97%d7%96%d7%a8%d7%a0%d7%95/,אין,ארכיון הבלוג מוקפא בסבב 1; הפוסטים עצמם סבב 2,הקפאה,אין חבילה ואין סקירה. החי נשאר ארכיון עד הכרעה. לא 54 שאלות לאייל.
R2-073,(41) הטור של אייל עמית: חארטה בארטה,/41-%d7%94%d7%98%d7%95%d7%a8-%d7%a9%d7%9c-%d7%90%d7%99%d7%99%d7%9c-%d7%a2%d7%9e%d7%99%d7%aa-%d7%97%d7%90%d7%a8%d7%98%d7%94-%d7%91%d7%90%d7%a8%d7%98%d7%94/,/41-הטור-של-אייל-עמית-חארטה-בארטה/,פוסט,200,200,/41-%d7%94%d7%98%d7%95%d7%a8-%d7%a9%d7%9c-%d7%90%d7%99%d7%99%d7%9c-%d7%a2%d7%9e%d7%99%d7%aa-%d7%97%d7%90%d7%a8%d7%98%d7%94-%d7%91%d7%90%d7%a8%d7%98%d7%94/,http://eyalamit-co-il-2026.s887.upress.link/41-%d7%94%d7%98%d7%95%d7%a8-%d7%a9%d7%9c-%d7%90%d7%99%d7%99%d7%9c-%d7%a2%d7%9e%d7%99%d7%aa-%d7%97%d7%90%d7%a8%d7%98%d7%94-%d7%91%d7%90%d7%a8%d7%98%d7%94/,אין,ארכיון הבלוג מוקפא בסבב 1; הפוסטים עצמם סבב 2,הקפאה,אין חבילה ואין סקירה. החי נשאר ארכיון עד הכרעה. לא 54 שאלות לאייל.
R2-074,(42) הטור של אייל עמית: אחד בספטמבר,/42-%d7%94%d7%98%d7%95%d7%a8-%d7%a9%d7%9c-%d7%90%d7%99%d7%99%d7%9c-%d7%a2%d7%9e%d7%99%d7%aa-%d7%90%d7%97%d7%93-%d7%91%d7%a1%d7%a4%d7%98%d7%9e%d7%91%d7%a8/,/42-הטור-של-אייל-עמית-אחד-בספטמבר/,פוסט,200,200,/42-%d7%94%d7%98%d7%95%d7%a8-%d7%a9%d7%9c-%d7%90%d7%99%d7%99%d7%9c-%d7%a2%d7%9e%d7%99%d7%aa-%d7%90%d7%97%d7%93-%d7%91%d7%a1%d7%a4%d7%98%d7%9e%d7%91%d7%a8/,http://eyalamit-co-il-2026.s887.upress.link/42-%d7%94%d7%98%d7%95%d7%a8-%d7%a9%d7%9c-%d7%90%d7%99%d7%99%d7%9c-%d7%a2%d7%9e%d7%99%d7%aa-%d7%90%d7%97%d7%93-%d7%91%d7%a1%d7%a4%d7%98%d7%9e%d7%91%d7%a8/,אין,ארכיון הבלוג מוקפא בסבב 1; הפוסטים עצמם סבב 2,הקפאה,אין חבילה ואין סקירה. החי נשאר ארכיון עד הכרעה. לא 54 שאלות לאייל.
R2-075,(43) הטור של אייל עמית: אדון סליחות,/43-%d7%94%d7%98%d7%95%d7%a8-%d7%a9%d7%9c-%d7%90%d7%99%d7%99%d7%9c-%d7%a2%d7%9e%d7%99%d7%aa-%d7%90%d7%93%d7%95%d7%9f-%d7%a1%d7%9c%d7%99%d7%97%d7%95%d7%aa/,/43-הטור-של-אייל-עמית-אדון-סליחות/,פוסט,200,200,/43-%d7%94%d7%98%d7%95%d7%a8-%d7%a9%d7%9c-%d7%90%d7%99%d7%99%d7%9c-%d7%a2%d7%9e%d7%99%d7%aa-%d7%90%d7%93%d7%95%d7%9f-%d7%a1%d7%9c%d7%99%d7%97%d7%95%d7%aa/,http://eyalamit-co-il-2026.s887.upress.link/43-%d7%94%d7%98%d7%95%d7%a8-%d7%a9%d7%9c-%d7%90%d7%99%d7%99%d7%9c-%d7%a2%d7%9e%d7%99%d7%aa-%d7%90%d7%93%d7%95%d7%9f-%d7%a1%d7%9c%d7%99%d7%97%d7%95%d7%aa/,אין,ארכיון הבלוג מוקפא בסבב 1; הפוסטים עצמם סבב 2,הקפאה,אין חבילה ואין סקירה. החי נשאר ארכיון עד הכרעה. לא 54 שאלות לאייל.
R2-076,(45) הטור של אייל עמית: פרופורציות,/45-%d7%94%d7%98%d7%95%d7%a8-%d7%a9%d7%9c-%d7%90%d7%99%d7%99%d7%9c-%d7%a2%d7%9e%d7%99%d7%aa-%d7%a4%d7%a8%d7%95%d7%a4%d7%95%d7%a8%d7%a6%d7%99%d7%95%d7%aa/,/45-הטור-של-אייל-עמית-פרופורציות/,פוסט,200,200,/45-%d7%94%d7%98%d7%95%d7%a8-%d7%a9%d7%9c-%d7%90%d7%99%d7%99%d7%9c-%d7%a2%d7%9e%d7%99%d7%aa-%d7%a4%d7%a8%d7%95%d7%a4%d7%95%d7%a8%d7%a6%d7%99%d7%95%d7%aa/,http://eyalamit-co-il-2026.s887.upress.link/45-%d7%94%d7%98%d7%95%d7%a8-%d7%a9%d7%9c-%d7%90%d7%99%d7%99%d7%9c-%d7%a2%d7%9e%d7%99%d7%aa-%d7%a4%d7%a8%d7%95%d7%a4%d7%95%d7%a8%d7%a6%d7%99%d7%95%d7%aa/,אין,ארכיון הבלוג מוקפא בסבב 1; הפוסטים עצמם סבב 2,הקפאה,אין חבילה ואין סקירה. החי נשאר ארכיון עד הכרעה. לא 54 שאלות לאייל.
R2-077,זמן חלום (וידאו בלוג) – השקת הספר 'כושי בלאנטיס' גג מסעדת הטאלי 24 רופי | אוגוסט 2004,/47-%d7%94%d7%98%d7%95%d7%a8-%d7%a9%d7%9c-%d7%90%d7%99%d7%99%d7%9c-%d7%a2%d7%9e%d7%99%d7%aa-%d7%96%d7%9e%d7%9f-%d7%97%d7%9c%d7%95%d7%9d/,/47-הטור-של-אייל-עמית-זמן-חלום/,פוסט,200,200,/47-%d7%94%d7%98%d7%95%d7%a8-%d7%a9%d7%9c-%d7%90%d7%99%d7%99%d7%9c-%d7%a2%d7%9e%d7%99%d7%aa-%d7%96%d7%9e%d7%9f-%d7%97%d7%9c%d7%95%d7%9d/,http://eyalamit-co-il-2026.s887.upress.link/47-%d7%94%d7%98%d7%95%d7%a8-%d7%a9%d7%9c-%d7%90%d7%99%d7%99%d7%9c-%d7%a2%d7%9e%d7%99%d7%aa-%d7%96%d7%9e%d7%9f-%d7%97%d7%9c%d7%95%d7%9d/,אין,ארכיון הבלוג מוקפא בסבב 1; הפוסטים עצמם סבב 2,הקפאה,אין חבילה ואין סקירה. החי נשאר ארכיון עד הכרעה. לא 54 שאלות לאייל.
R2-078,(49) הטור של אייל עמית: קומיק רליף,/49-%d7%94%d7%98%d7%95%d7%a8-%d7%a9%d7%9c-%d7%90%d7%99%d7%99%d7%9c-%d7%a2%d7%9e%d7%99%d7%aa-%d7%a7%d7%95%d7%9e%d7%99%d7%a7-%d7%a8%d7%9c%d7%99%d7%a3/,/49-הטור-של-אייל-עמית-קומיק-רליף/,פוסט,200,200,/49-%d7%94%d7%98%d7%95%d7%a8-%d7%a9%d7%9c-%d7%90%d7%99%d7%99%d7%9c-%d7%a2%d7%9e%d7%99%d7%aa-%d7%a7%d7%95%d7%9e%d7%99%d7%a7-%d7%a8%d7%9c%d7%99%d7%a3/,http://eyalamit-co-il-2026.s887.upress.link/49-%d7%94%d7%98%d7%95%d7%a8-%d7%a9%d7%9c-%d7%90%d7%99%d7%99%d7%9c-%d7%a2%d7%9e%d7%99%d7%aa-%d7%a7%d7%95%d7%9e%d7%99%d7%a7-%d7%a8%d7%9c%d7%99%d7%a3/,אין,ארכיון הבלוג מוקפא בסבב 1; הפוסטים עצמם סבב 2,הקפאה,אין חבילה ואין סקירה. החי נשאר ארכיון עד הכרעה. לא 54 שאלות לאייל.
