__sheet__,#,סטטוס מכונה,סטטוס אישור,ממתין ל,נתיב,כותרת,סוג,קובץ תוכן,מקור חומר (אייל),WP קשור,תאריך עבודה אחרון,ראיות QA,הערות סוכן,הערות נימרוד,הערות אייל,תאריך אישור
סבב-2,R2-064,הוגש לבדיקה,—,נימרוד,/2-8-%d7%9e%d7%95%d7%a4%d7%a2-%d7%91%d7%a6%d7%95%d7%95%d7%aa%d7%90-20-%d7%9e%d7%94%d7%9e%d7%a7%d7%95%d7%9e%d7%95%d7%aa-%d7%91%d7%90%d7%95%d7%9c%d7%9d-%d7%97%d7%99%d7%a0%d7%9d-%d7%9c%d7%aa%d7%95%d7%a9/,2.8 תופעת יחיד בצוותא – 50% מהמקומות באולם חינם לתושבי הדרום!,פוסט,,,,,VERDICT-R2-W3-CONTRACT-A + VERDICT-R2-W3-E2E-B 2026-08-25,,,,
סבב-2,R2-065,הוגש לבדיקה,—,נימרוד,/2228-2/,מופע הסיפורים של אייל עמית – תופעת יחיד | כתבה מאת שי מרקוביץ / ידיעות השרון,פוסט,,,,,VERDICT-R2-W3-CONTRACT-A + VERDICT-R2-W3-E2E-B 2026-08-25,,,,
סבב-2,R2-066,הוגש לבדיקה,—,נימרוד,/23-%d7%94%d7%98%d7%95%d7%a8-%d7%a9%d7%9c-%d7%90%d7%99%d7%99%d7%9c-%d7%a2%d7%9e%d7%99%d7%aa-%d7%9c%d7%a6%d7%99%d7%99%d7%aa-%d7%90%d7%95-%d7%9c%d7%97%d7%a9%d7%95%d7%91/,(23) הטור של אייל עמית: לציית או לחשוב,פוסט,,,,,VERDICT-R2-W3-CONTRACT-A + VERDICT-R2-W3-E2E-B 2026-08-25,,,,
סבב-2,R2-067,הוגש לבדיקה,—,נימרוד,/27-%d7%94%d7%98%d7%95%d7%a8-%d7%a9%d7%9c-%d7%90%d7%99%d7%99%d7%9c-%d7%a2%d7%9e%d7%99%d7%aa-%d7%97%d7%9b%d7%9e%d7%aa-%d7%94%d7%a4%d7%a8%d7%a6%d7%95%d7%a3/,(27) הטור של אייל עמית: חכמת הפרצוף,פוסט,,,,,VERDICT-R2-W3-CONTRACT-A + VERDICT-R2-W3-E2E-B 2026-08-25,,,,
סבב-2,R2-068,הוגש לבדיקה,—,נימרוד,/29-%d7%94%d7%98%d7%95%d7%a8-%d7%a9%d7%9c-%d7%90%d7%99%d7%99%d7%9c-%d7%a2%d7%9e%d7%99%d7%aa-%d7%a8%d7%99%d7%99%d7%91-%d7%a9%d7%91%d7%95%d7%a2-%d7%94%d7%a1%d7%a4%d7%a8/,(29) הטור של אייל עמית: רייב שבוע הספר,פוסט,,,,,VERDICT-R2-W3-CONTRACT-A + VERDICT-R2-W3-E2E-B 2026-08-25,,,,
סבב-2,R2-069,הוגש לבדיקה,—,נימרוד,/32-%d7%94%d7%98%d7%95%d7%a8-%d7%a9%d7%9c-%d7%90%d7%99%d7%99%d7%9c-%d7%a2%d7%9e%d7%99%d7%aa-%d7%90%d7%9d-%d7%90%d7%99%d7%9f-%d7%90%d7%a0%d7%99-%d7%9c%d7%99-%d7%9e%d7%99-%d7%9c%d7%99/,(32) הטור של אייל עמית: אם אין אני לי – מי לי,פוסט,,,,,VERDICT-R2-W3-CONTRACT-A + VERDICT-R2-W3-E2E-B 2026-08-25,,,,
סבב-2,R2-070,הוגש לבדיקה,—,נימרוד,/34-%d7%94%d7%98%d7%95%d7%a8-%d7%a9%d7%9c-%d7%90%d7%99%d7%99%d7%9c-%d7%a2%d7%9e%d7%99%d7%aa-%d7%94%d7%9c%d7%91/,(34) הטור של אייל עמית: הלב,פוסט,,,,,VERDICT-R2-W3-CONTRACT-A + VERDICT-R2-W3-E2E-B 2026-08-25,,,,
סבב-2,R2-071,הוגש לבדיקה,—,נימרוד,/36-%d7%94%d7%98%d7%95%d7%a8-%d7%a9%d7%9c-%d7%90%d7%99%d7%99%d7%9c-%d7%a2%d7%9e%d7%99%d7%aa-%d7%a9%d7%99%d7%98%d7%aa-%d7%94%d7%a9%d7%a7%d7%a9%d7%95%d7%a7%d7%94/,(36) הטור של אייל עמית: שיטת השקשוקה,פוסט,,,,,VERDICT-R2-W3-CONTRACT-A + VERDICT-R2-W3-E2E-B 2026-08-25,,,,
סבב-2,R2-072,הוגש לבדיקה,—,נימרוד,/40-%d7%94%d7%98%d7%95%d7%a8-%d7%a9%d7%9c-%d7%90%d7%99%d7%99%d7%9c-%d7%a2%d7%9e%d7%99%d7%aa-%d7%a4%d7%a8%d7%a1%d7%95%d7%9e%d7%aa-%d7%90%d7%97%d7%aa-%d7%95%d7%97%d7%96%d7%a8%d7%a0%d7%95/,(40) הטור של אייל עמית: פרסומת אחת וחזרנו,פוסט,,,,,VERDICT-R2-W3-CONTRACT-A + VERDICT-R2-W3-E2E-B 2026-08-25,,,,
סבב-2,R2-073,הוגש לבדיקה,—,נימרוד,/41-%d7%94%d7%98%d7%95%d7%a8-%d7%a9%d7%9c-%d7%90%d7%99%d7%99%d7%9c-%d7%a2%d7%9e%d7%99%d7%aa-%d7%97%d7%90%d7%a8%d7%98%d7%94-%d7%91%d7%90%d7%a8%d7%98%d7%94/,(41) הטור של אייל עמית: חארטה בארטה,פוסט,,,,,VERDICT-R2-W3-CONTRACT-A + VERDICT-R2-W3-E2E-B 2026-08-25,,,,
סבב-2,R2-074,הוגש לבדיקה,—,נימרוד,/42-%d7%94%d7%98%d7%95%d7%a8-%d7%a9%d7%9c-%d7%90%d7%99%d7%99%d7%9c-%d7%a2%d7%9e%d7%99%d7%aa-%d7%90%d7%97%d7%93-%d7%91%d7%a1%d7%a4%d7%98%d7%9e%d7%91%d7%a8/,(42) הטור של אייל עמית: אחד בספטמבר,פוסט,,,,,VERDICT-R2-W3-CONTRACT-A + VERDICT-R2-W3-E2E-B 2026-08-25,,,,
סבב-2,R2-075,הוגש לבדיקה,—,נימרוד,/43-%d7%94%d7%98%d7%95%d7%a8-%d7%a9%d7%9c-%d7%90%d7%99%d7%99%d7%9c-%d7%a2%d7%9e%d7%99%d7%aa-%d7%90%d7%93%d7%95%d7%9f-%d7%a1%d7%9c%d7%99%d7%97%d7%95%d7%aa/,(43) הטור של אייל עמית: אדון סליחות,פוסט,,,,,VERDICT-R2-W3-CONTRACT-A + VERDICT-R2-W3-E2E-B 2026-08-25,,,,
סבב-2,R2-076,הוגש לבדיקה,—,נימרוד,/45-%d7%94%d7%98%d7%95%d7%a8-%d7%a9%d7%9c-%d7%90%d7%99%d7%99%d7%9c-%d7%a2%d7%9e%d7%99%d7%aa-%d7%a4%d7%a8%d7%95%d7%a4%d7%95%d7%a8%d7%a6%d7%99%d7%95%d7%aa/,(45) הטור של אייל עמית: פרופורציות,פוסט,,,,,VERDICT-R2-W3-CONTRACT-A + VERDICT-R2-W3-E2E-B 2026-08-25,,,,
סבב-2,R2-077,הוגש לבדיקה,—,נימרוד,/47-%d7%94%d7%98%d7%95%d7%a8-%d7%a9%d7%9c-%d7%90%d7%99%d7%99%d7%9c-%d7%a2%d7%9e%d7%99%d7%aa-%d7%96%d7%9e%d7%9f-%d7%97%d7%9c%d7%95%d7%9d/,זמן חלום (וידאו בלוג) – השקת הספר 'כושי בלאנטיס' גג מסעדת הטאלי 24 רופי | אוגוסט 2004,פוסט,,,,,VERDICT-R2-W3-CONTRACT-A + VERDICT-R2-W3-E2E-B 2026-08-25,,,,
סבב-2,R2-078,הוגש לבדיקה,—,נימרוד,/49-%d7%94%d7%98%d7%95%d7%a8-%d7%a9%d7%9c-%d7%90%d7%99%d7%99%d7%9c-%d7%a2%d7%9e%d7%99%d7%aa-%d7%a7%d7%95%d7%9e%d7%99%d7%a7-%d7%a8%d7%9c%d7%99%d7%a3/,(49) הטור של אייל עמית: קומיק רליף,פוסט,,,,,VERDICT-R2-W3-CONTRACT-A + VERDICT-R2-W3-E2E-B 2026-08-25,,,,
סבב-2,R2-079,הוגש לבדיקה,—,נימרוד,/51-%d7%94%d7%98%d7%95%d7%a8-%d7%a9%d7%9c-%d7%90%d7%99%d7%99%d7%9c-%d7%a2%d7%9e%d7%99%d7%aa-%d7%90%d7%a7%d7%a1%d7%98%d7%a8%d7%99%d7%9d-%d7%96%d7%94-%d7%a0%d7%a2%d7%99%d7%9d/,(51) הטור של אייל עמית: אקסטרים זה נעים!,פוסט,,,,,VERDICT-R2-W3-CONTRACT-A + VERDICT-R2-W3-E2E-B 2026-08-25,,,,
סבב-2,R2-080,הוגש לבדיקה,—,נימרוד,/60-%d7%94%d7%98%d7%95%d7%a8-%d7%a9%d7%9c-%d7%90%d7%99%d7%99%d7%9c-%d7%a2%d7%9e%d7%99%d7%aa-%d7%90%d7%99%d7%99-%d7%90%d7%9d-%d7%91%d7%a7/,"פרוייקט ""מטיילים מצטלמים"" עם הספרים של מוזה הוצאה לאור",פוסט,,,,,VERDICT-R2-W3-CONTRACT-A + VERDICT-R2-W3-E2E-B 2026-08-25,,,,
סבב-2,R2-081,הוגש לבדיקה,—,נימרוד,/qr/,QR,QR,,,,2026-08-25,VERDICT-R2-W2-CONTRACT-A + VERDICT-R2-W2-E2E-B 2026-08-25,S006 R2 W2 · QR,,,
סבב-2,R2-082,הוגש לבדיקה,—,נימרוד,/qr/qr1/,והקדמת – qr1,QR,,,,2026-08-25,VERDICT-R2-W2-CONTRACT-A + VERDICT-R2-W2-E2E-B 2026-08-25,S006 R2 W2 · QR,,,
סבב-2,R2-083,הוגש לבדיקה,—,נימרוד,/qr/qr10/,qr10 – וואט איז דאט?,QR,,,,2026-08-25,VERDICT-R2-W2-CONTRACT-A + VERDICT-R2-W2-E2E-B 2026-08-25,S006 R2 W2 · QR,,,
סבב-2,R2-084,הוגש לבדיקה,—,נימרוד,/qr/qr11/,qr11 – חורשט זבזי,QR,,,,2026-08-25,VERDICT-R2-W2-CONTRACT-A + VERDICT-R2-W2-E2E-B 2026-08-25,S006 R2 W2 · QR,,,
סבב-2,R2-085,הוגש לבדיקה,—,נימרוד,/qr/qr12/,qr12 – אינדיאנה ג'ונס והמכרה הארור,QR,,,,2026-08-25,VERDICT-R2-W2-CONTRACT-A + VERDICT-R2-W2-E2E-B 2026-08-25,S006 R2 W2 · QR,,,
סבב-2,R2-086,הוגש לבדיקה,—,נימרוד,/qr/qr13/,qr13 – ואהבתָ,QR,,,,2026-08-25,VERDICT-R2-W2-CONTRACT-A + VERDICT-R2-W2-E2E-B 2026-08-25,S006 R2 W2 · QR,,,
סבב-2,R2-087,הוגש לבדיקה,—,נימרוד,/qr/qr14/,qr14 – גורילות בערפל האמזונס,QR,,,,2026-08-25,VERDICT-R2-W2-CONTRACT-A + VERDICT-R2-W2-E2E-B 2026-08-25,S006 R2 W2 · QR,,,
סבב-2,R2-088,הוגש לבדיקה,—,נימרוד,/qr/qr15/,qr15 – היקיקומורי,QR,,,,2026-08-25,VERDICT-R2-W2-CONTRACT-A + VERDICT-R2-W2-E2E-B 2026-08-25,S006 R2 W2 · QR,,,
סבב-2,R2-089,הוגש לבדיקה,—,נימרוד,/qr/qr16/,qr16 – דם על הידיים,QR,,,,2026-08-25,VERDICT-R2-W2-CONTRACT-A + VERDICT-R2-W2-E2E-B 2026-08-25,S006 R2 W2 · QR,,,
סבב-2,R2-090,הוגש לבדיקה,—,נימרוד,/qr/qr17/,qr17 – יוגי לודג',QR,,,,2026-08-25,VERDICT-R2-W2-CONTRACT-A + VERDICT-R2-W2-E2E-B 2026-08-25,S006 R2 W2 · QR,,,
סבב-2,R2-091,הוגש לבדיקה,—,נימרוד,/qr/qr18/,qr18 – אחד לשלושה טריליון,QR,,,,2026-08-25,VERDICT-R2-W2-CONTRACT-A + VERDICT-R2-W2-E2E-B 2026-08-25,S006 R2 W2 · QR,,,
סבב-2,R2-092,הוגש לבדיקה,—,נימרוד,/qr/qr19/,qr19 – הפיצה הכי טעימה שאכלתי בחיים,QR,,,,2026-08-25,VERDICT-R2-W2-CONTRACT-A + VERDICT-R2-W2-E2E-B 2026-08-25,S006 R2 W2 · QR,,,
סבב-2,R2-093,הוגש לבדיקה,—,נימרוד,/qr/qr2/,qr2 – אקדח לתוך הראש,QR,,,,2026-08-25,VERDICT-R2-W2-CONTRACT-A + VERDICT-R2-W2-E2E-B 2026-08-25,S006 R2 W2 · QR,,,
סבב-2,R2-094,הוגש לבדיקה,—,נימרוד,/qr/qr20/,"qr20 – אבא, אני רעב",QR,,,,2026-08-25,VERDICT-R2-W2-CONTRACT-A + VERDICT-R2-W2-E2E-B 2026-08-25,S006 R2 W2 · QR,,,
סבב-2,R2-095,הוגש לבדיקה,—,נימרוד,/qr/qr21/,qr21 – ג'סי ראם!,QR,,,,2026-08-25,VERDICT-R2-W2-CONTRACT-A + VERDICT-R2-W2-E2E-B 2026-08-25,S006 R2 W2 · QR,,,
סבב-2,R2-096,הוגש לבדיקה,—,נימרוד,/qr/qr22/,qr22 – בולט אנט,QR,,,,2026-08-25,VERDICT-R2-W2-CONTRACT-A + VERDICT-R2-W2-E2E-B 2026-08-25,S006 R2 W2 · QR,,,
סבב-2,R2-097,הוגש לבדיקה,—,נימרוד,/qr/qr23/,qr23 – יום כן יום לא,QR,,,,2026-08-25,VERDICT-R2-W2-CONTRACT-A + VERDICT-R2-W2-E2E-B 2026-08-25,S006 R2 W2 · QR,,,
סבב-2,R2-098,הוגש לבדיקה,—,נימרוד,/qr/qr24/,qr24 – קוֹל פּוּט שוֹרט סטופ!,QR,,,,2026-08-25,VERDICT-R2-W2-CONTRACT-A + VERDICT-R2-W2-E2E-B 2026-08-25,S006 R2 W2 · QR,,,
סבב-2,R2-099,הוגש לבדיקה,—,נימרוד,/qr/qr25/,qr25 – גרין ווש,QR,,,,2026-08-25,VERDICT-R2-W2-CONTRACT-A + VERDICT-R2-W2-E2E-B 2026-08-25,S006 R2 W2 · QR,,,
סבב-2,R2-100,הוגש לבדיקה,—,נימרוד,/qr/qr26/,qr26 – כורסת הציפורניים,QR,,,,2026-08-25,VERDICT-R2-W2-CONTRACT-A + VERDICT-R2-W2-E2E-B 2026-08-25,S006 R2 W2 · QR,,,
סבב-2,R2-101,הוגש לבדיקה,—,נימרוד,/qr/qr27/,qr27 – אמסטרדם,QR,,,,2026-08-25,VERDICT-R2-W2-CONTRACT-A + VERDICT-R2-W2-E2E-B 2026-08-25,S006 R2 W2 · QR,,,
סבב-2,R2-102,הוגש לבדיקה,—,נימרוד,/qr/qr28/,qr28 – נזכור ולא נשכח,QR,,,,2026-08-25,VERDICT-R2-W2-CONTRACT-A + VERDICT-R2-W2-E2E-B 2026-08-25,S006 R2 W2 · QR,,,
סבב-2,R2-103,הוגש לבדיקה,—,נימרוד,/qr/qr29/,qr29 – לעבור דירה,QR,,,,2026-08-25,VERDICT-R2-W2-CONTRACT-A + VERDICT-R2-W2-E2E-B 2026-08-25,S006 R2 W2 · QR,,,
סבב-2,R2-104,הוגש לבדיקה,—,נימרוד,/qr/qr3/,qr3 – האלמנה השחורה,QR,,,,2026-08-25,VERDICT-R2-W2-CONTRACT-A + VERDICT-R2-W2-E2E-B 2026-08-25,S006 R2 W2 · QR,,,
סבב-2,R2-105,הוגש לבדיקה,—,נימרוד,/qr/qr30/,qr30 – פרדס חפלה,QR,,,,2026-08-25,VERDICT-R2-W2-CONTRACT-A + VERDICT-R2-W2-E2E-B 2026-08-25,S006 R2 W2 · QR,,,
סבב-2,R2-106,הוגש לבדיקה,—,נימרוד,/qr/qr31/,qr31 – פיפי במעלית,QR,,,,2026-08-25,VERDICT-R2-W2-CONTRACT-A + VERDICT-R2-W2-E2E-B 2026-08-25,S006 R2 W2 · QR,,,
סבב-2,R2-107,הוגש לבדיקה,—,נימרוד,/qr/qr32/,qr32 – נשימה מעגלית,QR,,,,2026-08-25,VERDICT-R2-W2-CONTRACT-A + VERDICT-R2-W2-E2E-B 2026-08-25,S006 R2 W2 · QR,,,
סבב-2,R2-108,הוגש לבדיקה,—,נימרוד,/qr/qr33/,"qr33 – תאכלו ביצים, תהיו טייסים",QR,,,,2026-08-25,VERDICT-R2-W2-CONTRACT-A + VERDICT-R2-W2-E2E-B 2026-08-25,S006 R2 W2 · QR,,,
סבב-2,R2-109,הוגש לבדיקה,—,נימרוד,/qr/qr34/,qr34 – תקום,QR,,,,2026-08-25,VERDICT-R2-W2-CONTRACT-A + VERDICT-R2-W2-E2E-B 2026-08-25,S006 R2 W2 · QR,,,
סבב-2,R2-110,הוגש לבדיקה,—,נימרוד,/qr/qr35/,qr35 – הגבר החדש,QR,,,,2026-08-25,VERDICT-R2-W2-CONTRACT-A + VERDICT-R2-W2-E2E-B 2026-08-25,S006 R2 W2 · QR,,,
סבב-2,R2-111,הוגש לבדיקה,—,נימרוד,/qr/qr36/,qr36 – חוני המעגל,QR,,,,2026-08-25,VERDICT-R2-W2-CONTRACT-A + VERDICT-R2-W2-E2E-B 2026-08-25,S006 R2 W2 · QR,,,
סבב-2,R2-112,הוגש לבדיקה,—,נימרוד,/qr/qr37/,qr37 – דרך השלום,QR,,,,2026-08-25,VERDICT-R2-W2-CONTRACT-A + VERDICT-R2-W2-E2E-B 2026-08-25,S006 R2 W2 · QR,,,
סבב-2,R2-113,הוגש לבדיקה,—,נימרוד,/qr/qr38/,qr38 – הבטחות או לא להיות,QR,,,,2026-08-25,VERDICT-R2-W2-CONTRACT-A + VERDICT-R2-W2-E2E-B 2026-08-25,S006 R2 W2 · QR,,,
סבב-2,R2-114,הוגש לבדיקה,—,נימרוד,/qr/qr39/,qr39 – תחשוב חיובי,QR,,,,2026-08-25,VERDICT-R2-W2-CONTRACT-A + VERDICT-R2-W2-E2E-B 2026-08-25,S006 R2 W2 · QR,,,
סבב-2,R2-115,הוגש לבדיקה,—,נימרוד,/qr/qr4/,qr4 – בום-בום-בום על דלתי מרום,QR,,,,2026-08-25,VERDICT-R2-W2-CONTRACT-A + VERDICT-R2-W2-E2E-B 2026-08-25,S006 R2 W2 · QR,,,
סבב-2,R2-116,הוגש לבדיקה,—,נימרוד,/qr/qr40/,qr40 – אבנים חמות,QR,,,,2026-08-25,VERDICT-R2-W2-CONTRACT-A + VERDICT-R2-W2-E2E-B 2026-08-25,S006 R2 W2 · QR,,,
סבב-2,R2-117,הוגש לבדיקה,—,נימרוד,/qr/qr41/,qr41 – לופ בטעם תות לימון,QR,,,,2026-08-25,VERDICT-R2-W2-CONTRACT-A + VERDICT-R2-W2-E2E-B 2026-08-25,S006 R2 W2 · QR,,,
סבב-2,R2-118,הוגש לבדיקה,—,נימרוד,/qr/qr42/,qr42 – הבטחות אחים,QR,,,,2026-08-25,VERDICT-R2-W2-CONTRACT-A + VERDICT-R2-W2-E2E-B 2026-08-25,S006 R2 W2 · QR,,,
סבב-2,R2-119,הוגש לבדיקה,—,נימרוד,/qr/qr43/,qr43 – עכשיו!!!,QR,,,,2026-08-25,VERDICT-R2-W2-CONTRACT-A + VERDICT-R2-W2-E2E-B 2026-08-25,S006 R2 W2 · QR,,,
סבב-2,R2-120,הוגש לבדיקה,—,נימרוד,/qr/qr44/,qr44 – כולנו פרעושים,QR,,,,2026-08-25,VERDICT-R2-W2-CONTRACT-A + VERDICT-R2-W2-E2E-B 2026-08-25,S006 R2 W2 · QR,,,
סבב-2,R2-121,הוגש לבדיקה,—,נימרוד,/qr/qr45/,qr45 – צום מיצים,QR,,,,2026-08-25,VERDICT-R2-W2-CONTRACT-A + VERDICT-R2-W2-E2E-B 2026-08-25,S006 R2 W2 · QR,,,
סבב-2,R2-122,הוגש לבדיקה,—,נימרוד,/qr/qr46/,qr46  – האומץ לאהוב את הפחד,QR,,,,2026-08-25,VERDICT-R2-W2-CONTRACT-A + VERDICT-R2-W2-E2E-B 2026-08-25,S006 R2 W2 · QR,,,
סבב-2,R2-123,הוגש לבדיקה,—,נימרוד,/qr/qr47/,qr47  – טיפול זוגי,QR,,,,2026-08-25,VERDICT-R2-W2-CONTRACT-A + VERDICT-R2-W2-E2E-B 2026-08-25,S006 R2 W2 · QR,,,
סבב-2,R2-124,הוגש לבדיקה,—,נימרוד,/qr/qr48/,qr48 -וסיימת,QR,,,,2026-08-25,VERDICT-R2-W2-CONTRACT-A + VERDICT-R2-W2-E2E-B 2026-08-25,S006 R2 W2 · QR,,,
סבב-2,R2-125,הוגש לבדיקה,—,נימרוד,/qr/qr5/,qr5 – אלכסון הוא אסון,QR,,,,2026-08-25,VERDICT-R2-W2-CONTRACT-A + VERDICT-R2-W2-E2E-B 2026-08-25,S006 R2 W2 · QR,,,
סבב-2,R2-126,הוגש לבדיקה,—,נימרוד,/qr/qr6/,qr6 – ספיבאק,QR,,,,2026-08-25,VERDICT-R2-W2-CONTRACT-A + VERDICT-R2-W2-E2E-B 2026-08-25,S006 R2 W2 · QR,,,
סבב-2,R2-127,הוגש לבדיקה,—,נימרוד,/qr/qr7/,qr7 – אחד לשלושה,QR,,,,2026-08-25,VERDICT-R2-W2-CONTRACT-A + VERDICT-R2-W2-E2E-B 2026-08-25,S006 R2 W2 · QR,,,
סבב-2,R2-128,הוגש לבדיקה,—,נימרוד,/qr/qr8/,qr8 – סופה במדבר,QR,,,,2026-08-25,VERDICT-R2-W2-CONTRACT-A + VERDICT-R2-W2-E2E-B 2026-08-25,S006 R2 W2 · QR,,,
סבב-2,R2-129,הוגש לבדיקה,—,נימרוד,/qr/qr9/,qr9 – טיפול שורש,QR,,,,2026-08-25,VERDICT-R2-W2-CONTRACT-A + VERDICT-R2-W2-E2E-B 2026-08-25,S006 R2 W2 · QR,,,
סבב-3,R3-A11Y,טרם נבדק,—,team_100,(כלל-אתר),"נגישות — עבודה שכבר בוצעה, לא לבצע מחדש",עמוד,ענף feat/s006-a11y-close,,,2026-09-06,,"⚠ עבודת נגישות מהותית כבר בוצעה ונפרסה: skip-link, focus-visible, alt helper, ניגודיות פוטר. יושבת בענף feat/s006-a11y-close (887d270), לא ממוזג ל-main במכוון עד אישור סבב 1. סטייג׳ינג הריץ 1.5.20 בזמן ש-main היה 1.5.15. לפני כל עבודת נגישות בשלב 3 — לקרוא את הענף ולא לבצע מחדש. הכרעה D-1, team_00 6.9.26.",,,
